utt,extractions
c c c,[]
c,[]
what is this when it's not labeled just critical,[]
the one that's not labeled there's a safe box here not labeled,[]
E2 is clear labels just critical question tool when it's not labeled,"[{'attachments': [], 'end_offset': 2, 'labels': ['E2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_e2', 'span': 'E2', 'start_offset': 0}, {'arguments': {'target': [{'attachments': [], 'end_offset': 2, 'labels': ['E2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_e2', 'span': 'E2', 'start_offset': 0}]}, 'attachments': [], 'end_offset': 11, 'labels': ['RoomClear', 'RoomStatus', 'ReportStatus', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'room_clear', 'span': 'E2 is clear', 'start_offset': 0}, {'attachments': [], 'end_offset': 46, 'labels': ['Tool', 'Item', 'Concept'], 'rule': 'tool_generic', 'span': 'tool', 'start_offset': 42}]"
have we worked our way through i1 A2 A3 a4a,"[{'attachments': [], 'end_offset': 37, 'labels': ['A2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a2', 'span': 'A2', 'start_offset': 35}, {'attachments': [], 'end_offset': 40, 'labels': ['A3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_a3', 'span': 'A3', 'start_offset': 38}, {'attachments': [], 'end_offset': 34, 'labels': ['I1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_i1', 'span': 'i1', 'start_offset': 32}, {'arguments': {'topic': [{'attachments': [{'value': 'past'}], 'end_offset': 15, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'worked', 'start_offset': 9}]}, 'attachments': [], 'end_offset': 15, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command_topic', 'span': 'have we worked', 'start_offset': 1}, {'arguments': {'topic': [{'attachments': [{'value': 'past'}], 'end_offset': 15, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'worked', 'start_offset': 9}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [1], 'text': 'we'}], 'end_offset': 15, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'have we worked', 'start_offset': 1}]"
both c c zones are blocked off,"[{'arguments': {'source': [{'attachments': [], 'end_offset': 15, 'labels': ['Concept'], 'rule': 'allTokens', 'span': 'zones', 'start_offset': 10}]}, 'attachments': [], 'end_offset': 27, 'labels': ['Block', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'obstructing', 'span': 'zones are blocked', 'start_offset': 10}]"
close C Zone Zone block off,"[{'arguments': {'source': [{'attachments': [], 'end_offset': 18, 'labels': ['Concept'], 'rule': 'all_nps', 'span': 'close C Zone Zone', 'start_offset': 1}]}, 'attachments': [], 'end_offset': 24, 'labels': ['Block', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'obstructing', 'span': 'close C Zone Zone block', 'start_offset': 1}, {'attachments': [], 'end_offset': 24, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command', 'span': 'block', 'start_offset': 19}]"
North North is blocked,"[{'arguments': {'source': [{'attachments': [], 'end_offset': 12, 'labels': ['Concept'], 'rule': 'all_nps', 'span': 'North North', 'start_offset': 1}]}, 'attachments': [], 'end_offset': 23, 'labels': ['Block', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'obstructing', 'span': 'North North is blocked', 'start_offset': 1}, {'attachments': [], 'end_offset': 12, 'labels': ['North', 'Cardinal', 'Direction', 'Concept'], 'rule': 'north', 'span': 'North', 'start_offset': 7}, {'attachments': [], 'end_offset': 6, 'labels': ['North', 'Cardinal', 'Direction', 'Concept'], 'rule': 'north', 'span': 'North', 'start_offset': 1}]"
north or south north,"[{'attachments': [], 'end_offset': 21, 'labels': ['North', 'Cardinal', 'Direction', 'Concept'], 'rule': 'north', 'span': 'north', 'start_offset': 16}, {'attachments': [], 'end_offset': 6, 'labels': ['North', 'Cardinal', 'Direction', 'Concept'], 'rule': 'north', 'span': 'north', 'start_offset': 1}, {'attachments': [], 'end_offset': 15, 'labels': ['South', 'Cardinal', 'Direction', 'Concept'], 'rule': 'south', 'span': 'south', 'start_offset': 10}]"
I am at Zone C,[]
Dario located right now and C passing j3,"[{'attachments': [], 'end_offset': 41, 'labels': ['J3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_j3', 'span': 'j3', 'start_offset': 39}]"
but I need the engineer,"[{'attachments': [], 'end_offset': 24, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'engineer', 'start_offset': 16}, {'arguments': {'role': [{'attachments': [], 'end_offset': 24, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'engineer', 'start_offset': 16}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [1], 'text': 'I'}], 'end_offset': 24, 'labels': ['NeedRole', 'Need', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'prep_need_role', 'span': 'need the engineer', 'start_offset': 7}]"
what's up and C G3 right now it's kind of left behind you and Mark these in the center we've used so we'll know which ones are from them,"[{'arguments': {'topic': [{'attachments': [{'value': 'future'}], 'end_offset': 112, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'know', 'start_offset': 108}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [24], 'text': 'we'}, {'value': 'future'}], 'end_offset': 112, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will know', 'start_offset': 104}, {'attachments': [], 'end_offset': 19, 'labels': ['G3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_g3', 'span': 'G3', 'start_offset': 17}]"
Mark these in the center these he's so you'll know which ones are have victims in them,"[{'arguments': {'topic': [{'attachments': [], 'end_offset': 51, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'know', 'start_offset': 47}]}, 'attachments': [{'agentType': 'Other', 'labels': ['Other', 'Entity', 'Concept'], 'span': [6], 'text': 'he'}, {'value': 'future'}], 'end_offset': 51, 'labels': ['DeliberatePlan', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something_plan-type', 'span': 'will know', 'start_offset': 43}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 79, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victims', 'start_offset': 72}]}, 'attachments': [], 'end_offset': 79, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'found_victim_have', 'span': 'have victims', 'start_offset': 67}, {'attachments': [], 'end_offset': 79, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victims', 'start_offset': 72}]"
what kind of victim is that,"[{'attachments': [], 'end_offset': 20, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victim', 'start_offset': 14}]"
the one in this C is B the one on the right is a big,"[{'attachments': [], 'end_offset': 44, 'labels': ['Right', 'Relative', 'Direction', 'Concept'], 'rule': 'right_direction', 'span': 'right', 'start_offset': 39}]"
I'm coming back for a right now okay nice,"[{'attachments': [], 'end_offset': 37, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 33}, {'attachments': [], 'end_offset': 11, 'labels': ['OnMyWay', 'Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'coming_on_my_way_token', 'span': 'I am coming', 'start_offset': 1}]"
I'm back say right now,[]
that's when we're done let's make the faces back to an like no victim so now we know where we came from,"[{'arguments': {'topic': [{'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [21], 'text': 'we'}, {'value': 'past'}], 'end_offset': 99, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_keep_false', 'span': 'came', 'start_offset': 95}]}, 'attachments': [{'value': 'past'}], 'end_offset': 99, 'labels': ['LocationQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'location_moving_question', 'span': 'where we came', 'start_offset': 86}, {'attachments': [], 'end_offset': 70, 'labels': ['NoVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'no_victim_one', 'span': 'no victim', 'start_offset': 61}]"
let's go when we are done let's make the pieces back to victim so yeah,"[{'attachments': [], 'end_offset': 71, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 67}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 9, 'labels': ['Move', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'move_keep_false', 'span': 'go', 'start_offset': 7}]}, 'attachments': [], 'end_offset': 9, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command_topic_let', 'span': ""let 's go"", 'start_offset': 1}, {'attachments': [], 'end_offset': 63, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victim', 'start_offset': 57}]"
should we check the hallway like the I and J hall race because they have faces right now okay so close,"[{'attachments': [], 'end_offset': 94, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 90}, {'attachments': [], 'end_offset': 50, 'labels': ['Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'infrastructure_detection', 'span': 'hall', 'start_offset': 46}, {'attachments': [], 'end_offset': 28, 'labels': ['Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'infrastructure_detection', 'span': 'hallway', 'start_offset': 21}, {'arguments': {'target': [{'attachments': [], 'end_offset': 28, 'labels': ['Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'infrastructure_detection', 'span': 'hallway', 'start_offset': 21}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [1], 'text': 'we'}], 'end_offset': 28, 'labels': ['Search', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'lemma_verb_dobj-search', 'span': 'check the hallway', 'start_offset': 11}, {'arguments': {'topic': [{'arguments': {'target': [{'attachments': [], 'end_offset': 28, 'labels': ['Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'infrastructure_detection', 'span': 'hallway', 'start_offset': 21}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [1], 'text': 'we'}], 'end_offset': 28, 'labels': ['Search', 'ComplexAction', 'Action', 'EventLike', 'Concept'], 'rule': 'lemma_verb_dobj-search', 'span': 'check the hallway', 'start_offset': 11}]}, 'attachments': [{'agentType': 'Team', 'labels': ['Team', 'Entity', 'Concept'], 'span': [1], 'text': 'we'}], 'end_offset': 28, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'should we check the hallway', 'start_offset': 1}]"
when you go delete the faces that we already put down from earlier,[]
you go delete the faces that we die,[]
engineer thinking about what room,"[{'attachments': [], 'end_offset': 9, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'engineer', 'start_offset': 1}]"
engineer is on the way,"[{'attachments': [], 'end_offset': 9, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'engineer', 'start_offset': 1}]"
are you able to play some up here and I can grab,"[{'arguments': {'topic': [{'attachments': [], 'end_offset': 49, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'grab', 'start_offset': 45}]}, 'attachments': [{'agentType': 'Self', 'labels': ['Self', 'Entity', 'Concept'], 'span': [9], 'text': 'I'}], 'end_offset': 49, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can grab', 'start_offset': 41}]"
are you able to play some help here and B free,[]
okay let's do it,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'okay', 'start_offset': 1}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 14, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'do', 'start_offset': 12}]}, 'attachments': [], 'end_offset': 14, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command_topic_let', 'span': ""let 's do"", 'start_offset': 6}]"
we should start making your way over to the left side back close to it I have two minutes left on the clock forget everybody else,"[{'attachments': [], 'end_offset': 49, 'labels': ['Left', 'Relative', 'Direction', 'Concept'], 'rule': 'left_direction', 'span': 'left', 'start_offset': 45}, {'arguments': {'value': [{'attachments': [], 'end_offset': 82, 'labels': ['TimeUnit', 'Time', 'EventLike', 'Concept'], 'rule': 'time', 'span': 'two', 'start_offset': 79}]}, 'attachments': [], 'end_offset': 90, 'labels': ['TimeUnit', 'Time', 'EventLike', 'Concept'], 'rule': 'time', 'span': 'two minutes', 'start_offset': 79}]"
there's a critical victim here,"[{'attachments': [], 'end_offset': 26, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 11}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 26, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 11}], 'location': [{'attachments': [], 'end_offset': 31, 'labels': ['Deictic', 'Inferred', 'Location', 'EventLike', 'Concept'], 'rule': 'deictic_detection', 'span': 'here', 'start_offset': 27}]}, 'attachments': [], 'end_offset': 31, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'existential', 'span': ""there 's a critical victim here"", 'start_offset': 1}]"
this is a easy to do there's a critical victim here,"[{'attachments': [], 'end_offset': 47, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 32}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 47, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 32}], 'location': [{'attachments': [], 'end_offset': 52, 'labels': ['Deictic', 'Inferred', 'Location', 'EventLike', 'Concept'], 'rule': 'deictic_detection', 'span': 'here', 'start_offset': 48}]}, 'attachments': [], 'end_offset': 52, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'existential', 'span': ""there 's a critical victim here"", 'start_offset': 22}]"
right here at D3,"[{'attachments': [], 'end_offset': 17, 'labels': ['D3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_d3', 'span': 'D3', 'start_offset': 15}]"
which friend right here i1 evening,"[{'attachments': [], 'end_offset': 27, 'labels': ['I1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_i1', 'span': 'i1', 'start_offset': 25}]"
help victim,"[{'arguments': {'helpee': [{'attachments': [], 'end_offset': 12, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victim', 'start_offset': 6}]}, 'attachments': [], 'end_offset': 12, 'labels': ['HelpCommand', 'Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'Help_command_no_agent', 'span': 'help victim', 'start_offset': 1}, {'arguments': {'target': [{'attachments': [], 'end_offset': 12, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victim', 'start_offset': 6}]}, 'attachments': [], 'end_offset': 12, 'labels': ['Save', 'RescueInteractions', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'triage', 'span': 'help victim', 'start_offset': 1}, {'attachments': [], 'end_offset': 12, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victim', 'start_offset': 6}]"
victim here,"[{'attachments': [], 'end_offset': 7, 'labels': ['Victim', 'Entity', 'Concept'], 'rule': 'victim', 'span': 'victim', 'start_offset': 1}]"
you can you replace that with the clap,"[{'arguments': {'topic': [{'attachments': [], 'end_offset': 20, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'replace', 'start_offset': 13}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [0], 'text': 'you'}], 'end_offset': 20, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can you replace', 'start_offset': 5}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 20, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'replace', 'start_offset': 13}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [2], 'text': 'you'}], 'end_offset': 20, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'can you replace', 'start_offset': 5}]"
you can you replace that with a flat can you replace that with a no fit yeah,"[{'attachments': [{'type': 'Negation', 'value': True}], 'end_offset': 77, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 73}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 20, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'replace', 'start_offset': 13}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [0], 'text': 'you'}], 'end_offset': 20, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can you replace', 'start_offset': 5}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 20, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'replace', 'start_offset': 13}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [2], 'text': 'you'}], 'end_offset': 20, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'can you replace', 'start_offset': 5}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 53, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'replace', 'start_offset': 46}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [9], 'text': 'you'}], 'end_offset': 53, 'labels': ['YesNoQuestion', 'Question', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'binary_question', 'span': 'can you replace', 'start_offset': 38}]"
thank you,"[{'attachments': [], 'end_offset': 5, 'labels': ['Gratitude', 'Positive', 'Sentiment', 'Concept'], 'rule': 'thank_you', 'span': 'thank', 'start_offset': 0}]"
is that with a yes yeah,"[{'attachments': [], 'end_offset': 23, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 19}, {'attachments': [], 'end_offset': 18, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yes', 'start_offset': 15}]"
I was scared,[]
engineer we need tool set C close,"[{'attachments': [], 'end_offset': 9, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'engineer', 'start_offset': 1}, {'attachments': [], 'end_offset': 22, 'labels': ['Tool', 'Item', 'Concept'], 'rule': 'tool_generic', 'span': 'tool', 'start_offset': 18}]"
the very movement speed so kind of Game Zone other painful for you,[]
we got a critical victim here at c 2,"[{'attachments': [], 'end_offset': 25, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 10}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 25, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 10}], 'location': [{'attachments': [], 'end_offset': 30, 'labels': ['Deictic', 'Inferred', 'Location', 'EventLike', 'Concept'], 'rule': 'deictic_detection', 'span': 'here', 'start_offset': 26}]}, 'attachments': [{'value': 'past'}], 'end_offset': 30, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'found_victim_got', 'span': 'got a critical victim here', 'start_offset': 4}]"
C2 C2 is a trap room,"[{'attachments': [], 'end_offset': 3, 'labels': ['C2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c2', 'span': 'C2', 'start_offset': 1}, {'attachments': [], 'end_offset': 6, 'labels': ['C2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c2', 'span': 'C2', 'start_offset': 4}]"
which one is it C2,"[{'attachments': [], 'end_offset': 19, 'labels': ['C2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c2', 'span': 'C2', 'start_offset': 17}]"
we have another critical victim,"[{'attachments': [], 'end_offset': 32, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 17}, {'arguments': {'exists': [{'attachments': [], 'end_offset': 32, 'labels': ['CriticalVictim', 'Victim', 'Entity', 'Concept'], 'rule': 'critical_victim', 'span': 'critical victim', 'start_offset': 17}]}, 'attachments': [], 'end_offset': 32, 'labels': ['KnowledgeSharing', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'found_victim_have', 'span': 'have another critical victim', 'start_offset': 4}]"
here at C4,"[{'attachments': [], 'end_offset': 11, 'labels': ['C4', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c4', 'span': 'C4', 'start_offset': 9}]"
is B and this is C,[]
all right let's see,"[{'attachments': [], 'end_offset': 10, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement3', 'span': 'all right', 'start_offset': 1}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 20, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'see', 'start_offset': 17}]}, 'attachments': [], 'end_offset': 20, 'labels': ['Instruction', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'instruction_command_topic_let', 'span': ""let 's see"", 'start_offset': 11}]"
oh I just died,[]
all right b c oh wow,"[{'attachments': [], 'end_offset': 10, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agreement3', 'span': 'all right', 'start_offset': 1}]"
I think that's the end of our round,[]
yeah,"[{'attachments': [], 'end_offset': 5, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match', 'span': 'yeah', 'start_offset': 1}]"
E3 C1 reflection,"[{'attachments': [], 'end_offset': 6, 'labels': ['C1', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_c1', 'span': 'C1', 'start_offset': 4}, {'attachments': [], 'end_offset': 3, 'labels': ['E3', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_e3', 'span': 'E3', 'start_offset': 1}]"
here immigrant that doesn't happen so at the end of the survey when these question is are you can choose meeting you can please temporarily and clear browser,"[{'arguments': {'topic': [{'attachments': [], 'end_offset': 105, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'choose', 'start_offset': 99}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [18], 'text': 'you'}], 'end_offset': 105, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can choose', 'start_offset': 95}, {'arguments': {'topic': [{'attachments': [], 'end_offset': 128, 'labels': ['GenericAction', 'Action', 'EventLike', 'Concept'], 'rule': 'genericAction', 'span': 'please', 'start_offset': 122}]}, 'attachments': [{'agentType': 'You', 'labels': ['You', 'Entity', 'Concept'], 'span': [22], 'text': 'you'}], 'end_offset': 128, 'labels': ['MakeCommitment', 'Commitment', 'Plan', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'commit_to_something', 'span': 'can please', 'start_offset': 118}, {'attachments': [], 'end_offset': 113, 'labels': ['Meeting', 'PuzzleConcept', 'Concept'], 'rule': 'meeting_token', 'span': 'meeting', 'start_offset': 106}]"
engineer is finished,"[{'attachments': [], 'end_offset': 8, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'engineer', 'start_offset': 0}]"
is big,[]
transporter Center,"[{'attachments': [], 'end_offset': 11, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 0}]"
transporter is finished,"[{'attachments': [], 'end_offset': 11, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 0}]"
medic has friend,"[{'attachments': [], 'end_offset': 5, 'labels': ['Medic', 'Role', 'Entity', 'Concept'], 'rule': 'medic_strict_token', 'span': 'medic', 'start_offset': 0}]"
we're going to take H2 it giving a great creating a severe let us communicate a longer break,"[{'attachments': [], 'end_offset': 41, 'labels': ['Agreement', 'Communicate', 'SimpleAction', 'Action', 'EventLike', 'Concept'], 'rule': 'agree_token_match_adjectives', 'span': 'great', 'start_offset': 36}, {'attachments': [], 'end_offset': 23, 'labels': ['H2', 'Room', 'Infrastructure', 'Location', 'EventLike', 'Concept'], 'rule': 'room_h2', 'span': 'H2', 'start_offset': 21}]"
transporter is back,"[{'attachments': [], 'end_offset': 11, 'labels': ['Transporter', 'Role', 'Entity', 'Concept'], 'rule': 'transporter', 'span': 'transporter', 'start_offset': 0}]"
as for that,[]
broke her neck,[]
Engineers back,"[{'attachments': [], 'end_offset': 9, 'labels': ['Engineer', 'Role', 'Entity', 'Concept'], 'rule': 'engineer', 'span': 'Engineers', 'start_offset': 0}]"
I am here,[]
I'm here,[]
